FirstName;LastName;Post;Course;Group
Ябров;Никита;Academic;4;405
Комиссаров;Тимур;Student;1;100
Белибердиев;Глеб;Professor;3;303
Логвинова;Ярослава;Academic;4;406
Чекудаев;Никифор;Lecturer;2;202
Ворожцов;Никита;Professor;3;304
Толстой;Лилия;Professor;3;304
Кудашова;Бронислава;Dean;5;507
Аллилуева;Эльвира;Student;1;100
Угольников;Елисей;Student;1;101
Кичеева;Эльвира;Academic;4;406
Куприянова;Ника;Professor;3;305
Шишлов;Леонид;Student;1;101
Каменев;Савелий;Dean;5;508
Голодяева;Злата;Dean;5;507
Касатый;Артемий;Dean;5;507
Котик;Всеслав;Lecturer;2;202
Калинин;Фома;Academic;4;405
Барков;Аскольд;Academic;4;406
Шаврина;Елена;Lecturer;2;202
Куимов;Геннадий;Professor;3;305
Сушилов;Измаил;Dean;5;508
Соломахина;Яна;Academic;4;406
Морякова;Софья;Academic;4;405
Евдокимов;Изяслав;Student;1;100
Титова;Агния;Dean;5;507
Юракин;Владилен;Academic;4;406
Качаева;Клара;Academic;4;405
Аленина;Клара;Academic;4;406
Дугин;Серафим;Dean;5;508
Шишмарёв;Федот;Dean;5;507
Яценковский;Петр;Lecturer;2;202
Крылова;Лилия;Dean;5;507
Бессмертных;Зиновий;Student;1;101
Яцкова;Таисия;Dean;5;507
Свистовский;Яков;Student;1;100
Тихомиров;Борис;Lecturer;2;202
Носатенко;Дина;Student;1;100
Фастера;Элеонора;Dean;5;507
Справцев;Борис;Professor;3;304
Багрова;Элеонора;Professor;3;304
Соболевский;Тимур;Academic;4;406
Тихоньков;Серафим;Student;1;101
Шевелёка;Алиса;Professor;3;304
Ильясов;Всеслав;Dean;5;508
Мармазов;Руслан;Professor;3;303
Ласман;Сократ;Professor;3;304
Шлыкова;Злата;Lecturer;2;202
Горностаева;Розалия;Academic;4;405
Якунова;Маргарита;Dean;5;507
Чупалов;Андрей;Dean;5;508
Курганова;Любава;Academic;4;407
Яльцев;Викентий;Student;1;100
Маркова;Таисия;Professor;3;303
Тотенков;Лавр;Academic;4;406
Поздова;Инга;Academic;4;406
Щукин;Владлен;Lecturer;2;202
Лапаева;Екатерина;Academic;4;407
Енотина;Пелагея;Academic;4;405
Буковский;Эмиль;Professor;3;304
Курдина;﻿Агата;Dean;5;507
Коптильникова;Бронислава;Dean;5;507
Некрестьянова;Таисия;Student;1;100
Угольникова;﻿Агата;Student;1;101
Шаронова;Марианна;Lecturer;2;202
Унтилова;Арина;Professor;3;304
Яницкий;Семен;Academic;4;406
Нилова;Кира;Dean;5;508
Карчагина;Варвара;Student;1;101
Маховицкий;Трофим;Dean;5;507
Козлитина;Лиана;Professor;3;304
Гришин;Виталий;Lecturer;2;202
Давыдова;Роза;Dean;5;507
Колпаков;Онуфрий;Student;1;101
Ратаева;Ефросинья;Dean;5;507
Гуслякова;Каролина;Dean;5;507
Лимаров;Гавриил;Academic;4;406
Никольский;Агап;Lecturer;2;202
Форопонов;Артемий;Academic;4;406
Сулимова;Изольда;Professor;3;305
Циммерман;Вениамин;Lecturer;2;203
Перфильева;Влада;Professor;3;303
Еремеева;Алина;Student;1;100
Соколова;Елизавета;Dean;5;507
Денисова;Ангелина;Student;1;100
Дагиров;Владилен;Student;1;100
Луковников;Никанор;Lecturer;2;201
Гусарова;Василиса;Professor;3;303
Сиваков;Кондрат;Professor;3;304
Татаров;Адриан;Student;1;101
Богатырева;Стела;Dean;5;507
Терентьев;Мстислав;Professor;3;304
Салехов;Никита;Professor;3;303
Назарова;Наталия;Lecturer;2;203
Беломестин;Константин;Academic;4;406
Габулова;Светлана;Professor;3;305
Матвеев;Нестор;Academic;4;405
Разин;Назар;Student;1;100
Енотина;Эмилия;Student;1;101
Забродин;Онуфрий;Professor;3;304
Шепкин;Филимон;Academic;4;406
Манторова;Людмила;Professor;3;304
Достоевский;Яков;Student;1;101
Кариева;Анисья;Dean;5;507
Плахтюрина;Всеслава;Lecturer;2;203
Дульцева;Майя;Academic;4;405
Серебрякова;Елена;Dean;5;508
Актжанов;Карл;Dean;5;508
Шипицын;Валерий;Academic;4;405
Болокана;Инга;Dean;5;507
Поветникова;Марианна;Dean;5;508
Югова;Роза;Dean;5;508
Мазурин;Соломон;Student;1;100
Лигачёва;Юнона;Student;1;100
Ланцов;Федор;Student;1;100
Друганина;Галина;Lecturer;2;203
Слобожанина;Кира;Dean;5;507
Казак;Эмиль;Lecturer;2;201
Абакумова;Ангелина;Student;1;100
Ямковой;Якуб;Student;1;101
Ласман;Самуил;Lecturer;2;202
Царёва;Инна;Lecturer;2;202
Протасова;Зинаида;Professor;3;304
Трухин;Михей;Student;1;100
Соболевский;Юлий;Student;1;100
Онегина;Оксана;Dean;5;508
Дульцева;Юнона;Dean;5;507
Дернов;Михей;Professor;3;304
Нюхалов;Тимофей;Professor;3;303
Стрелков;Николай;Lecturer;2;202
Короткин;Измаил;Lecturer;2;201
Каржов;Андриян;Academic;4;406
Новосельцев;Емельян;Student;1;101
Толкачёва;Элеонора;Student;1;101
Килиса;Анфиса;Dean;5;507
Курчатова;Эмилия;Dean;5;507
Щитта;Кристина;Lecturer;2;202
Белова;Валентина;Lecturer;2;201
Зуйкова;Марфа;Professor;3;304
Пряхин;Терентий;Lecturer;2;203
Андрюхина;Клара;Student;1;101
Поздняков;Ян;Lecturer;2;202
Фотина;Алиса;Dean;5;507
Никерхоева;Альбина;Academic;4;406
Нежданов;Владилен;Student;1;101
Уварова;Альбина;Dean;5;507
Абумайлов;Назар;Professor;3;304
Безруков;Мартын;Lecturer;2;202
Яговенко;Адриан;Lecturer;2;202
Колиух;Елисей;Lecturer;2;203
Кириченко;Вероника;Academic;4;406
Радыгина;Анастасия;Professor;3;303
Дубина;Клара;Dean;5;508
Зёмин;Михей;Student;1;100
Слобожанин;Евстигней;Lecturer;2;201
Седыха;Алина;Lecturer;2;203
Федотова;Марфа;Student;1;100
Якухина;Евдокия;Student;1;101
Хомичев;Владлен;Dean;5;507
Пономарёва;Эвелина;Professor;3;304
Филиппова;Владлена;Dean;5;507
Прокашева;Агафья;Professor;3;304
Юбкина;Валентина;Professor;3;304
Головкина;Ульяна;Lecturer;2;203
Разумов;Аким;Professor;3;305
Сарана;Онуфрий;Lecturer;2;202
Денисова;Рената;Dean;5;507
Эмскиха;Эмилия;Dean;5;508
Кривов;Прохор;Student;1;101
Карташёва;Светлана;Lecturer;2;202
Парамонова;Полина;Student;1;100
Дмитриев;Ким;Academic;4;405
Ярощука;Раиса;Academic;4;406
Витвинин;Валентин;Academic;4;406
Овсова;Валерия;Student;1;100
Добролюбов;Артем;Dean;5;508
Казьмин;Эрнст;Professor;3;304
Рейслера;Елизавета;Academic;4;406
Справцева;Регина;Dean;5;507
Коротаева;Доминика;Student;1;101
Истомина;Анна;Professor;3;304
Белорусов;Игорь;Professor;3;304
Кольцова;Полина;Lecturer;2;201
Горева;Лада;Student;1;100
Илюшина;Вера;Professor;3;304
Эзрин;Юлий;Academic;4;407
Зёмина;Эвелина;Academic;4;406
Клюкина;Марианна;Student;1;100
Эйлер;Иннокентий;Dean;5;508
Аводкова;Злата;Professor;3;304
Катериночкина;Светлана;Dean;5;507
Колбягина;Оксана;Student;1;101
Ян;Виссарион;Professor;3;303
Чадова;Юлия;Student;1;100
Шадрин;Модест;Professor;3;304
Веденина;Изольда;Academic;4;406
Перешивкин;Вячеслав;Dean;5;507
Ярыкин;Тихон;Professor;3;303
Каретников;Кир;Student;1;100
Бабинов;Агап;Dean;5;508
Тихомиров;Кирилл;Dean;5;508
Таланов;Павел;Professor;3;304
Убыш;Никон;Student;1;101
Югов;Андрей;Student;1;100
Серыха;Светлана;Lecturer;2;202
Бальсунов;Демьян;Student;1;100
Воейков;Потап;Academic;4;406
Герасимов;Ким;Lecturer;2;202
Юрлов;Вячеслав;Student;1;100
Камалова;Римма;Lecturer;2;202
Комиссаров;Вадим;Dean;5;507
Болокана;Доминика;Lecturer;2;202
Смолянинова;Елизавета;Lecturer;2;202
Вишняков;Егор;Academic;4;405
Талалина;Инга;Dean;5;508
Умберг;Венедикт;Lecturer;2;202
Панюшкина;Инна;Lecturer;2;202
Вельяминова;Нина;Professor;3;303
Баринова;Светлана;Dean;5;507
Евдокимова;Елизавета;Dean;5;507
Борева;Кира;Professor;3;304
Шалушкин;Адам;Academic;4;406
Талалихина;Эвелина;Dean;5;508
Хабаров;Вадим;Academic;4;406
Железкина;Виктория;Professor;3;303
Лапаева;Людмила;Dean;5;508
Набалкин;Самуил;Lecturer;2;202
Дудаков;Петр;Academic;4;406
Элефтерова;Наталья;Student;1;101
Милова;Альбина;Lecturer;2;202
Ишеева;Альбина;Student;1;101
Клычев;Павел;Student;1;100
Малахов;Богдан;Academic;4;405
Качусова;Ева;Dean;5;508
Куклин;Сергей;Lecturer;2;201
Папенин;Остап;Dean;5;508
Убейсобакин;Федот;Lecturer;2;203
Козарь;Оксана;Student;1;101
Легкодимова;Алла;Dean;5;507
Кариева;Роза;Lecturer;2;203
Гринин;Станислав;Student;1;100
Пережогина;Христина;Professor;3;304
Шепелев;Арсений;Student;1;100
Фетисов;Якуб;Academic;4;406
Агальцов;Ефрем;Academic;4;405
Крупина;Лилия;Professor;3;304
Павленко;Клавдий;Dean;5;507
Грибалева;Маргарита;Academic;4;406
Покровский;Артем;Student;1;100
Курташкин;Прохор;Lecturer;2;202
Глоба;Ипполит;Professor;3;304
Фененко;Ираида;Professor;3;303
Морякова;Ангелина;Professor;3;305
Дульцева;Полина;Lecturer;2;202
Убейсобакин;Ефрем;Professor;3;303
Кабальнов;Дементий;Lecturer;2;201
Гусельников;Якуб;Professor;3;305
Чучанов;Ким;Professor;3;303
Бялика;Эльвира;Academic;4;405
Ратаева;Кира;Lecturer;2;202
Сподарева;Наталия;Dean;5;507
Бесчастных;Артем;Dean;5;508
Коньякова;Эмилия;Student;1;100
Еремеева;Оксана;Academic;4;406
